postal_code,district,district_grp,state,zone,metro,tier,city
680663,thrissur,thrissur,kerala,south,no,tier3,thrissur
680664,thrissur,thrissur,kerala,south,no,tier3,kodungallur
680665,thrissur,thrissur,kerala,south,no,tier3,thrissur
680666,thrissur,thrissur,kerala,south,no,tier3,kodungallur
680667,thrissur,thrissur,kerala,south,no,tier3,thrissur
680668,thrissur,thrissur,kerala,south,no,tier3,kodungallur
680669,thrissur,thrissur,kerala,south,no,tier3,thrissur
680670,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680671,thrissur,thrissur,kerala,south,no,tier3,thrissur
680681,thrissur,thrissur,kerala,south,no,tier3,kaipamangalam
680682,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680683,thrissur,thrissur,kerala,south,no,tier3,thrissur
680684,thrissur,thrissur,kerala,south,no,tier3,thrissur
680685,thrissur,thrissur,kerala,south,no,tier3,thrissur
680686,thrissur,thrissur,kerala,south,no,tier3,thrissur
680687,thrissur,thrissur,kerala,south,no,tier3,thrissur
680688,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680689,thrissur,thrissur,kerala,south,no,tier3,thrissur
680691,thrissur,thrissur,kerala,south,no,tier3,thrissur
680697,thrissur,thrissur,kerala,south,no,tier3,chalakudy
680699,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680701,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680702,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680703,thrissur,thrissur,kerala,south,no,tier3,thrissur
680711,thrissur,thrissur,kerala,south,no,tier3,thrissur
680712,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680721,thrissur,thrissur,kerala,south,no,tier3,chalakudy
680722,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680724,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680731,thrissur,thrissur,kerala,south,no,tier3,thrissur
680732,thrissur,thrissur,kerala,south,no,tier3,thrissur
680733,thrissur,thrissur,kerala,south,no,tier3,thrissur
680734,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680741,thrissur,thrissur,kerala,south,no,tier3,mukundapuram
680751,thrissur,thrissur,kerala,south,no,tier3,thrissur
682001,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682002,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682003,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682004,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682005,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682006,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682007,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682008,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682009,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682010,ernakulam,ernakulam,kerala,south,no,tier3,cochin
682011,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682012,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682013,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682015,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682016,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682017,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682018,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682019,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682020,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682021,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682022,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682023,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682024,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682025,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682026,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682027,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682028,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682029,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682030,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682031,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682032,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682033,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682034,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682035,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682036,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682037,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682038,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682039,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682040,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682041,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682042,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682050,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682051,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682301,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682302,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682303,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682304,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682305,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682306,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682307,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682308,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682309,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682310,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682311,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682312,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682313,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682314,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682315,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682316,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
682317,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682501,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682502,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682503,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682504,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682505,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682506,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682507,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
682508,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682509,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682511,ernakulam,ernakulam,kerala,south,no,tier3,kochi
682551,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682552,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682553,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682554,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682555,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682556,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682557,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682558,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682559,lakshadweep,lakshadweep,lakshadweep,south,no,tier3,lakshadweep
682565,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683101,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683102,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683104,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683105,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683106,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683108,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683110,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683111,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683112,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683501,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683502,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683503,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683511,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683512,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683513,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683514,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683515,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683516,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683517,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683518,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683519,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683520,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683521,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683522,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683541,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683542,ernakulam,ernakulam,kerala,south,no,tier3,perumbavoor
683543,ernakulam,ernakulam,kerala,south,no,tier3,perumbavoor
683544,ernakulam,ernakulam,kerala,south,no,tier3,perumbavoor
683545,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683546,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683547,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683548,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683549,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683550,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683556,ernakulam,ernakulam,kerala,south,no,tier3,perumbavoor
683561,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683562,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683563,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683565,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683571,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683572,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683573,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683574,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683575,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683576,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683577,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683578,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683579,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683580,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683581,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683585,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683587,ernakulam,ernakulam,kerala,south,no,tier3,aluva
683589,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
683594,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
685501,idukki,idukki,kerala,south,no,tier3,idukki
685503,idukki,idukki,kerala,south,no,tier3,idukki
685505,idukki,idukki,kerala,south,no,tier3,idukki
685507,idukki,idukki,kerala,south,no,tier3,udumbanchola
685508,idukki,idukki,kerala,south,no,tier3,idukki
685509,idukki,idukki,kerala,south,no,tier3,kumily
685511,idukki,idukki,kerala,south,no,tier3,udumbanchola
685512,idukki,idukki,kerala,south,no,tier3,udumbanchola
685514,idukki,idukki,kerala,south,no,tier3,udumbanchola
685515,idukki,idukki,kerala,south,no,tier3,udumbanchola
685531,idukki,idukki,kerala,south,no,tier3,idukki
685532,idukki,idukki,kerala,south,no,tier3,idukki
685533,idukki,idukki,kerala,south,no,tier3,idukki
685535,idukki,idukki,kerala,south,no,tier3,idukki
685551,idukki,idukki,kerala,south,no,tier3,udumbanchola
685552,idukki,idukki,kerala,south,no,tier3,udumbanchola
685553,idukki,idukki,kerala,south,no,tier3,idukki
685554,idukki,idukki,kerala,south,no,tier3,udumbanchola
685561,idukki,idukki,kerala,south,no,tier3,idukki
685562,idukki,idukki,kerala,south,no,tier3,idukki
685563,idukki,idukki,kerala,south,no,tier3,idukki
685565,idukki,idukki,kerala,south,no,tier3,idukki
685566,idukki,idukki,kerala,south,no,tier3,udumbanchola
685571,idukki,idukki,kerala,south,no,tier3,udumbanchola
685581,idukki,idukki,kerala,south,no,tier3,thodupuzha
685582,idukki,idukki,kerala,south,no,tier3,thodupuzha
685583,idukki,idukki,kerala,south,no,tier3,thodupuzha
685584,idukki,idukki,kerala,south,no,tier3,thodupuzha
685585,idukki,idukki,kerala,south,no,tier3,thodupuzha
685586,idukki,idukki,kerala,south,no,tier3,thodupuzha
685587,idukki,idukki,kerala,south,no,tier3,thodupuzha
685588,idukki,idukki,kerala,south,no,tier3,thodupuzha
685589,idukki,idukki,kerala,south,no,tier3,thodupuzha
685590,idukki,idukki,kerala,south,no,tier3,thodupuzha
685591,idukki,idukki,kerala,south,no,tier3,thodupuzha
685595,idukki,idukki,kerala,south,no,tier3,thodupuzha
685601,idukki,idukki,kerala,south,no,tier3,thodupuzha
685602,idukki,idukki,kerala,south,no,tier3,idukki
685603,idukki,idukki,kerala,south,no,tier3,thodupuzha
685604,idukki,idukki,kerala,south,no,tier3,udumbanchola
685605,idukki,idukki,kerala,south,no,tier3,thodupuzha
685606,idukki,idukki,kerala,south,no,tier3,thodupuzha
685607,idukki,idukki,kerala,south,no,tier3,thodupuzha
685608,idukki,idukki,kerala,south,no,tier3,thodupuzha
685609,idukki,idukki,kerala,south,no,tier3,udumbanchola
685612,idukki,idukki,kerala,south,no,tier3,munnar
685613,idukki,idukki,kerala,south,no,tier3,idukki
685614,idukki,idukki,kerala,south,no,tier3,idukki
685615,idukki,idukki,kerala,south,no,tier3,idukki
685616,idukki,idukki,kerala,south,no,tier3,idukki
685618,idukki,idukki,kerala,south,no,tier3,udumbanchola
685619,idukki,idukki,kerala,south,no,tier3,udumbanchola
685620,idukki,idukki,kerala,south,no,tier3,idukki
686001,kottayam,kottayam,kerala,south,no,tier3,kottayam
686002,kottayam,kottayam,kerala,south,no,tier3,kottayam
686003,kottayam,kottayam,kerala,south,no,tier3,kottayam
686004,kottayam,kottayam,kerala,south,no,tier3,kottayam
686005,kottayam,kottayam,kerala,south,no,tier3,kottayam
686006,kottayam,kottayam,kerala,south,no,tier3,kottayam
686007,kottayam,kottayam,kerala,south,no,tier3,kottayam
686008,kottayam,kottayam,kerala,south,no,tier3,kottayam
686009,kottayam,kottayam,kerala,south,no,tier3,kottayam
686010,kottayam,kottayam,kerala,south,no,tier3,kottayam
686011,kottayam,kottayam,kerala,south,no,tier3,kottayam
686012,kottayam,kottayam,kerala,south,no,tier3,kottayam
686013,kottayam,kottayam,kerala,south,no,tier3,kottayam
686014,kottayam,kottayam,kerala,south,no,tier3,kottayam
686015,kottayam,kottayam,kerala,south,no,tier3,kottayam
686016,kottayam,kottayam,kerala,south,no,tier3,kottayam
686017,kottayam,kottayam,kerala,south,no,tier3,kottayam
686018,kottayam,kottayam,kerala,south,no,tier3,kottayam
686019,kottayam,kottayam,kerala,south,no,tier3,kottayam
686020,kottayam,kottayam,kerala,south,no,tier3,kottayam
686021,kottayam,kottayam,kerala,south,no,tier3,kottayam
686022,kottayam,kottayam,kerala,south,no,tier3,kottayam
686041,kottayam,kottayam,kerala,south,no,tier3,kottayam
686101,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686102,kottayam,kottayam,kerala,south,no,tier3,kottayam
686103,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686104,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686105,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686106,kottayam,kottayam,kerala,south,no,tier3,kottayam
686121,kottayam,kottayam,kerala,south,no,tier3,erattupetta
686122,kottayam,kottayam,kerala,south,no,tier3,kottayam
686123,kottayam,kottayam,kerala,south,no,tier3,kottayam
686141,kottayam,kottayam,kerala,south,no,tier3,vaikom
686143,kottayam,kottayam,kerala,south,no,tier3,vaikom
686144,kottayam,kottayam,kerala,south,no,tier3,vaikom
686146,kottayam,kottayam,kerala,south,no,tier3,vaikom
686501,kottayam,kottayam,kerala,south,no,tier3,kottayam
686502,kottayam,kottayam,kerala,south,no,tier3,kottayam
686503,kottayam,kottayam,kerala,south,no,tier3,kottayam
686504,kottayam,kottayam,kerala,south,no,tier3,changanassery
686505,kottayam,kottayam,kerala,south,no,tier3,kanjirapally
686506,kottayam,kottayam,kerala,south,no,tier3,kottayam
686507,kottayam,kottayam,kerala,south,no,tier3,kottayam
686508,kottayam,kottayam,kerala,south,no,tier3,kanjirappally
686509,kottayam,kottayam,kerala,south,no,tier3,kottayam
686510,kottayam,kottayam,kerala,south,no,tier3,kottayam
686511,pathanamthitta,pathanamthitta,kerala,south,no,tier3,kottayam
686512,kottayam,kottayam,kerala,south,no,tier3,kottayam
686513,kottayam,kottayam,kerala,south,no,tier3,mundakayam
686514,kottayam,kottayam,kerala,south,no,tier3,kottayam
686515,kottayam,kottayam,kerala,south,no,tier3,changanassery
686516,kottayam,kottayam,kerala,south,no,tier3,kottayam
686517,kottayam,kottayam,kerala,south,no,tier3,changanassery
686518,kottayam,kottayam,kerala,south,no,tier3,kanjirappally
686519,kottayam,kottayam,kerala,south,no,tier3,kottayam
686520,kottayam,kottayam,kerala,south,no,tier3,kottayam
686521,kottayam,kottayam,kerala,south,no,tier3,kottayam
686522,kottayam,kottayam,kerala,south,no,tier3,kottayam
686531,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686532,kottayam,kottayam,kerala,south,no,tier3,changanassery
686533,kottayam,kottayam,kerala,south,no,tier3,kottayam
686534,alappuzha,alappuzha,kerala,south,no,tier3,kuttanad
686535,kottayam,kottayam,kerala,south,no,tier3,changanassery
686536,kottayam,kottayam,kerala,south,no,tier3,changanassery
686537,kottayam,kottayam,kerala,south,no,tier3,changanacherry
686538,kottayam,kottayam,kerala,south,no,tier3,changanassery
686539,kottayam,kottayam,kerala,south,no,tier3,changanassery
686540,kottayam,kottayam,kerala,south,no,tier3,changanassery
686541,kottayam,kottayam,kerala,south,no,tier3,changanassery
686542,kottayam,kottayam,kerala,south,no,tier3,changanassery
686543,kottayam,kottayam,kerala,south,no,tier3,changanassery
686544,kottayam,kottayam,kerala,south,no,tier3,kottayam
686545,kottayam,kottayam,kerala,south,no,tier3,changanassery
686546,kottayam,kottayam,kerala,south,no,tier3,changanassery
686547,pathanamthitta,pathanamthitta,kerala,south,no,tier3,kottayam
686548,kottayam,kottayam,kerala,south,no,tier3,changanassery
686555,kottayam,kottayam,kerala,south,no,tier3,changanassery
686560,kottayam,kottayam,kerala,south,no,tier3,kottayam
686561,kottayam,kottayam,kerala,south,no,tier3,kottayam
686562,kottayam,kottayam,kerala,south,no,tier3,kottayam
686563,kottayam,kottayam,kerala,south,no,tier3,kottayam
686564,kottayam,kottayam,kerala,south,no,tier3,kottayam
686571,kottayam,kottayam,kerala,south,no,tier3,kottayam
686572,kottayam,kottayam,kerala,south,no,tier3,kottayam
686573,kottayam,kottayam,kerala,south,no,tier3,pala
686574,kottayam,kottayam,kerala,south,no,tier3,kottayam
686575,kottayam,kottayam,kerala,south,no,tier3,pala
686576,kottayam,kottayam,kerala,south,no,tier3,kottayam
686577,kottayam,kottayam,kerala,south,no,tier3,pala
686578,kottayam,kottayam,kerala,south,no,tier3,kottayam
686579,kottayam,kottayam,kerala,south,no,tier3,kottayam
686580,kottayam,kottayam,kerala,south,no,tier3,kottayam
686581,kottayam,kottayam,kerala,south,no,tier3,kottayam
686582,kottayam,kottayam,kerala,south,no,tier3,kottayam
686583,kottayam,kottayam,kerala,south,no,tier3,kottayam
686584,kottayam,kottayam,kerala,south,no,tier3,kottayam
686585,kottayam,kottayam,kerala,south,no,tier3,kottayam
686586,kottayam,kottayam,kerala,south,no,tier3,kottayam
686587,kottayam,kottayam,kerala,south,no,tier3,kottayam
686601,kottayam,kottayam,kerala,south,no,tier3,kottayam
686602,kottayam,kottayam,kerala,south,no,tier3,kottayam
686603,kottayam,kottayam,kerala,south,no,tier3,kottayam
686604,kottayam,kottayam,kerala,south,no,tier3,kottayam
686605,kottayam,kottayam,kerala,south,no,tier3,kottayam
686606,kottayam,kottayam,kerala,south,no,tier3,vaikom
686607,kottayam,kottayam,kerala,south,no,tier3,vaikom
686608,kottayam,kottayam,kerala,south,no,tier3,vaikom
686609,kottayam,kottayam,kerala,south,no,tier3,kottayam
686610,kottayam,kottayam,kerala,south,no,tier3,kottayam
686611,kottayam,kottayam,kerala,south,no,tier3,vaikom
686612,kottayam,kottayam,kerala,south,no,tier3,kottayam
686613,kottayam,kottayam,kerala,south,no,tier3,vaikom
686616,kottayam,kottayam,kerala,south,no,tier3,kottayam
686630,kottayam,kottayam,kerala,south,no,tier3,kottayam
686631,kottayam,kottayam,kerala,south,no,tier3,kottayam
686632,kottayam,kottayam,kerala,south,no,tier3,kottayam
686633,kottayam,kottayam,kerala,south,no,tier3,kuravilangad
686634,kottayam,kottayam,kerala,south,no,tier3,kottayam
686635,kottayam,kottayam,kerala,south,no,tier3,kottayam
686636,kottayam,kottayam,kerala,south,no,tier3,kottayam
686637,kottayam,kottayam,kerala,south,no,tier3,kottayam
686651,kottayam,kottayam,kerala,south,no,tier3,kottayam
686652,kottayam,kottayam,kerala,south,no,tier3,kottayam
686653,kottayam,kottayam,kerala,south,no,tier3,kottayam
686661,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686662,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
686663,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686664,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
686665,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686666,ernakulam,ernakulam,kerala,south,no,tier3,kothamangalam
686667,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686668,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686669,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686670,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686671,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
686672,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686673,ernakulam,ernakulam,kerala,south,no,tier3,muvattupuzha
686681,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
686691,ernakulam,ernakulam,kerala,south,no,tier3,kothamangalam
686692,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
686693,ernakulam,ernakulam,kerala,south,no,tier3,ernakulam
688001,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688002,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688003,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688004,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688005,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688006,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688007,alappuzha,alappuzha,kerala,south,no,tier3,alleppey
688008,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688009,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688011,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688012,alappuzha,alappuzha,kerala,south,no,tier3,alleppey
688013,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688014,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688501,alappuzha,alappuzha,kerala,south,no,tier3,kuttanad
688502,alappuzha,alappuzha,kerala,south,no,tier3,kuttanad
688503,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688504,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688505,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688506,alappuzha,alappuzha,kerala,south,no,tier3,kuttanad
688521,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688522,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688523,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688524,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688525,alappuzha,alappuzha,kerala,south,no,tier3,muhamma
688526,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688527,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688528,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688529,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688530,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688531,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688532,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688533,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688534,alappuzha,alappuzha,kerala,south,no,tier3,aroor
688535,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688536,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688537,alappuzha,alappuzha,kerala,south,no,tier3,aroor
688538,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688539,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688540,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688541,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688548,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
688555,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688561,alappuzha,alappuzha,kerala,south,no,tier3,ambalapuzha
688562,alappuzha,alappuzha,kerala,south,no,tier3,kuttanad
688570,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
688582,alappuzha,alappuzha,kerala,south,no,tier3,cherthala
689101,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689102,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689103,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689104,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689105,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689106,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689107,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689108,pathanamthitta,pathanamthitta,kerala,south,no,tier3,alappuzha
689109,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689110,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689111,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689112,pathanamthitta,pathanamthitta,kerala,south,no,tier3,tiruvalla
689113,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689115,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689121,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689122,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
689123,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
689124,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689126,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689501,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pandalam
689502,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689503,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pandalam
689504,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689505,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689506,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689507,pathanamthitta,pathanamthitta,kerala,south,no,tier3,pathanamthitta
689508,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689509,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689510,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689511,alappuzha,alappuzha,kerala,south,no,tier3,chengannur
689512,alappuzha,alappuzha,kerala,south,no,tier3,alappuzha
